THE	29504160
AND	12592367
ING	12592222
ION	8196937
ENT	7227541
TIO	6333245
FOR	6240812
TER	5091600
ATI	4715517
HER	4538197
ATE	4264016
THA	4067296
HAT	4023256
ALL	3938937
VER	3868339
ERS	3864513
ERE	3602977
ARE	3434650
HIS	3400302
CON	3390225
ITH	3356270
RES	3320815
TED	3242029
WIT	3224350
PRO	3197815
COM	3085870
MEN	2982113
ILL	2956872
ONS	2844492
EAR	2836398
THI	2822252
IVE	2788762
WAS	2779478
NCE	2766537
OUR	2760104
EST	2739360
STA	2703941
EVE	2680832
REA	2616238
OUT	2459693
TIN	2414197
ESS	2413998
INT	2393521
ECT	2339571
PER	2338619
OVE	2205170
OUN	2202007
IDE	2200763
AVE	2190867
YOU	2186938
ONE	2181233
OME	2177278
INE	2156912
IST	2101706
ROM	2073265
ART	2064557
AIN	2061332
MAN	2045032
ORT	2044802
TRA	2032589
NTE	1984912
ORE	1980131
ICA	1976171
DER	1949843
FRO	1932721
STR	1926972
ITI	1917195
IGH	1910711
STE	1877020
NOT	1875186
UND	1845165
CTI	1817023
TOR	1786145
RED	1781008
IES	1764270
AME	1762761
PAR	1733602
ITY	1732385
CAN	1727023
HAV	1724599
ANT	1718779
RAT	1698090
PLA	1694427
USE	1688301
GHT	1676249
NAL	1674052
CAL	1654495
COU	1650778
AGE	1646901
EAS	1645110
DIN	1644875
LIN	1642168
RIN	1640833
BLE	1615249
PRE	1614323
BUT	1612752
TUR	1609686
HIN	1606303
HAN	1594951
ICE	1582005
STI	1555438
OTH	1545724
ERI	1544357
ROU	1534393
NTS	1533044
ACT	1529569
ONT	1520197
WOR	1516432
CHA	1513923
AST	1506428
HAS	1500390
END	1483546
URE	1483352
WIL	1483207
AID	1477238
ERA	1471542
NDE	1459957
PLE	1456021
LAN	1454056
NTI	1453489
RAN	1452255
ARD	1447912
SIN	1446319
EAT	1446025
CES	1443579
LEA	1438241
UST	1429101
MIN	1428975
WER	1428715
TIC	1425775
EEN	1424525
SED	1408950
ENC	1407390
HOU	1391993
ALS	1391850
INC	1386037
POR	1384835
OUL	1366863
ANC	1362034
SAI	1356176
REE	1355981
ITE	1354913
WHI	1353474
REC	1351677
LLE	1346460
DAY	1337183
REN	1332404
BER	1319603
DEN	1315647
ULD	1312458
IND	1307962
ELL	1306722
SON	1301228
IAL	1300793
LLY	1284354
WHE	1270326
SSI	1267797
HEN	1262954
OWN	1256257
RIE	1252001
ANY	1245534
INS	1244682
NIN	1239848
TAT	1236697
IME	1229130
VEN	1226328
KIN	1221075
ONA	1219565
SER	1218994
TIM	1216831
MOR	1216022
OMP	1213291
RIC	1212863
TEN	1208837
OST	1206024
LAT	1205474
LIT	1203969
UGH	1200536
AKE	1198115
NAT	1197840
ASS	1194516
ERN	1191276
ACK	1188864
THO	1188202
SHO	1186928
NES	1182091
LES	1180510
STO	1167146
EAD	1163052
ASE	1162422
SHE	1155671
ABL	1146370
ESE	1138594
TIV	1132792
OUS	1130895
TES	1128795
INA	1126676
ORM	1120449
SIO	1119400
NED	1118197
ICH	1113728
ECO	1109829
MON	1108846
HEY	1105380
SIT	1103757
RAL	1101857
UNT	1101788
HIC	1098104
YEA	1090995
TRI	1088488
LIC	1087823
EME	1085041
CHE	1084763
MER	1083845
APP	1083182
UNI	1082167
HEI	1080586
CHI	1080363
OFF	1077347
MAR	1073734
OUG	1073025
NER	1067749
SPE	1065382
NEW	1063707
DED	1057765
TTE	1057011
MAT	1056984
IRE	1055889
CEN	1051986
OSE	1049263
LED	1047226
ALI	1041752
OPE	1038735
TAN	1038111
NTR	1037850
HAR	1036951
PRI	1036197
ACH	1034656
EIR	1034231
ORD	1029194
WHO	1026244
CAT	1025305
DIS	1024121
ITS	1023531
ONG	1014494
GRA	1013995
RIT	1006492
ADE	998704
ELE	996443
INI	994328
EAL	994152
OMM	991588
CIA	981359
NGE	979055
ORK	978281
ANS	977358
DES	975462
ANG	975257
FIC	969164
TAL	966694
ACE	962072
ABO	960126
THR	959519
NDI	955928
CAR	949669
LAR	947949
HEA	947120
HOW	938620
BOU	938064
LOW	935288
FER	927191
COR	925699
ENE	924046
LLI	923175
NTA	919323
SEN	916896
OND	915164
FIR	914503
FTE	908977
POS	908770
IAN	908176
ISH	905848
HAD	904762
MIL	897496
MBE	897126
SID	896497
ARI	892071
NOW	890662
PEN	884475
ERY	880972
ENS	879051
ERV	876343
WIN	875674
OLL	873762
RAC	873684
ATT	873273
LSO	870488
ILE	867707
SOM	866942
ORI	866446
FIN	864099
OIN	859892
NIT	857175
WAR	857041
RIS	856051
CRE	855986
HIL	855759
SES	855380
OWE	851360
AFT	850454
NST	844302
FFE	843858
TAR	843719
OLD	842357
MPL	842076
TRE	841096
REP	839383
GRE	833586
EXP	829587
BEE	822522
IEN	817816
VEL	816038
ARY	815835
AIL	815538
ARS	813903
ILI	811447
PEC	807496
LAS	805931
SSE	805908
UAL	802826
HES	801229
DUC	801212
MES	800276
RST	800175
RTI	799573
VES	798743
MED	796511
SUR	791790
LIS	784836
OLI	784255
ERT	782511
OOK	780011
ANI	778551
SHI	771934
TRO	769405
WAY	769281
EED	768600
REL	766532
RMA	765151
NTO	758625
LAY	758490
GER	747771
SEA	747503
GET	746061
ACC	744860
USI	742992
NSI	742440
RGE	739536
URI	738333
OOD	737563
ISE	736654
GEN	734215
VIN	729181
EDI	726394
TAI	721946
OTE	721749
TWO	720227
SEC	719838
ULT	718431
ELI	717578
AYS	712632
TIE	711958
ITA	711322
ANA	711160
RON	709851
ATH	706324
ROV	705314
IGN	705043
ESI	704713
CHO	700964
IRS	700568
ISI	700246
TEM	699744
IKE	699111
ICI	698340
GIN	698074
LON	689720
ELY	689544
ORS	688898
ARR	683874
IMP	682370
ARK	677766
EAC	675519
TON	672950
WOU	672915
RAI	672736
RCH	671992
NDS	671949
AUS	668339
VID	666527
IVI	665601
LIE	664974
